molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type
CHEMBL335242,CC(/C=C/C(F)=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)(F)F)=C\C(=O)O,7.2,nM,IC50
CHEMBL131122,CCCOc1c(/C(C)=C\C=C\C(C)=C\C(=O)O)cc(C(C)C)cc1C(F)(F)C(F)(F)F,10.7,nM,IC50
CHEMBL20834,O=C1NC(=O)c2c1c1c(ccc3cccnc31)c1[nH]c3ccccc3c21,800.0,nM,IC50
CHEMBL20834,O=C1NC(=O)c2c1c1c(ccc3cccnc31)c1[nH]c3ccccc3c21,3530.0,nM,IC50
CHEMBL29926,O=C(NCc1ccccc1)Nc1ccc2cnccc2c1,400.0,nM,IC50
CHEMBL343721,O=C(NO)[C@H]1CCC[C@@H]1C(=O)Nc1ccc(COc2ccnc3ccccc23)cc1,39.0,nM,IC50
CHEMBL334446,O=C(NO)[C@H]1CCCC[C@@H]1C(=O)Nc1ccc(COc2ccc3ncccc3c2)cc1,56.0,nM,IC50
CHEMBL122708,C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,500.0,nM,IC50
CHEMBL279073,O=C(Nc1nccs1)C1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)CC1,53.0,nM,IC50
CHEMBL52706,N#Cc1cc([N+](=O)[O-])ccc1Cl,17000.0,nM,IC50
CHEMBL52795,CN(C)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,10000.0,nM,IC50
CHEMBL2115415,COc1cc(C(=O)N2CCO[C@](CCN3CCC4(CC3)c3ccccc3C[S@+]4[O-])(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,21.0,nM,IC50
CHEMBL2115415,COc1cc(C(=O)N2CCO[C@](CCN3CCC4(CC3)c3ccccc3C[S@+]4[O-])(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,3.1,nM,IC50
CHEMBL2115415,COc1cc(C(=O)N2CCO[C@](CCN3CCC4(CC3)c3ccccc3C[S@+]4[O-])(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,0.72,nM,IC50
CHEMBL52870,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)C3OC3c3ccccc3)OC(=O)[C@H](CC(C)C)NC(=O)CCNC2=O)cc1,0.006,ug.mL-1,IC50
CHEMBL314542,CC(C)C[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)N[C@@H](CO)C(=O)O,11700.0,nM,IC50
CHEMBL431443,CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](C)Cc1ccccc1,43.0,nM,IC50
CHEMBL159698,C[C@H](Nc1nccc(-c2cc(N3CCCCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1,20.1,nM,IC50
CHEMBL74634,,4600.0,nM,IC50
CHEMBL75710,,31500.0,nM,IC50
CHEMBL307692,,29400.0,nM,IC50
CHEMBL1237350,CCCOc1ccc2c3cc[n+]4nc(CC)c(CC)cc4c3n(C(=O)OC(C)(C)C)c2c1.Cc1cc(C)c(S(=O)(=O)[O-])c(C)c1,460.0,nM,IC50
CHEMBL89453,CCCCCn1c2cc(OC)ccc2c2cc[n+]3nc(C)c(C)cc3c21,48.0,nM,IC50
CHEMBL304394,CCNC(=N)c1ccc(C2=NO[C@@H](CC(=O)NC[C@H](NS(=O)(=O)c3cccc(C)c3)C(=O)O)C2)cc1,51.0,nM,IC50
CHEMBL291893,CCOC(=O)c1cn(Cc2c(F)cccc2F)c2nc(-c3ccc(NC(=O)c4ccccc4)cc3)c(CN(C)Cc3ccccc3)n2c1=O,20.0,nM,IC50
CHEMBL150507,CCc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1.3,nM,IC50
CHEMBL542110,Cc1ccsc1/C(=C\CCN1CCC[C@H](C(=O)O)C1)c1c(C)cccc1C.Cl,247.0,nM,IC50
CHEMBL543557,Cl.O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,330.0,nM,IC50
CHEMBL1203052,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(CCC2CCCCC2)CC1,0.072,nM,IC50
CHEMBL1203056,Cl.O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(c2ncccn2)CC1,0.32,nM,IC50
CHEMBL1203070,Cl.O=S(=O)(CCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCNCC1,14.78,nM,IC50
CHEMBL1203055,Cl.Oc1nc2cc3cc(OCCCCc4nnnn4C4CCN(CC5CCCCC5)CC4)ccc3[nH]c-2n1,0.02,nM,IC50
CHEMBL267229,COc1cc(N2CCN(c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,12500.0,nM,IC50
CHEMBL204022,CCC(C)CNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,470.0,nM,IC50
CHEMBL19347,O=c1n(CCN2CCC(Cc3c[nH]c4ccc(F)cc34)CC2)c2cccc3c2n1CCC3,0.4,nM,IC50
CHEMBL19347,O=c1n(CCN2CCC(Cc3c[nH]c4ccc(F)cc34)CC2)c2cccc3c2n1CCC3,14.0,nM,IC50
CHEMBL19347,O=c1n(CCN2CCC(Cc3c[nH]c4ccc(F)cc34)CC2)c2cccc3c2n1CCC3,85.0,nM,IC50
CHEMBL19347,O=c1n(CCN2CCC(Cc3c[nH]c4ccc(F)cc34)CC2)c2cccc3c2n1CCC3,56.0,nM,IC50
CHEMBL173924,c1ccc(C(CC2CCCCC2)Nc2nc3ccccc3o2)cc1,8.0,nM,IC50
CHEMBL367543,Fc1ccc(CC(Nc2nc3cc(Cl)ccc3o2)c2ccccn2)cc1,20.0,nM,IC50
CHEMBL327862,CCCCc1nn(-c2ccccc2C(F)(F)F)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,21.0,nM,IC50
CHEMBL146594,C[C@H](NC(=O)C(Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)O)C(=O)O,3.0,nM,IC50
CHEMBL41536,O=C1c2ccccc2C(=O)N1CCCCCN1CCN(c2nsc3ccccc23)CC1,21.0,nM,IC50
CHEMBL41536,O=C1c2ccccc2C(=O)N1CCCCCN1CCN(c2nsc3ccccc23)CC1,2.0,nM,IC50
CHEMBL41536,O=C1c2ccccc2C(=O)N1CCCCCN1CCN(c2nsc3ccccc23)CC1,1.8,nM,IC50
CHEMBL67951,CC(C)(C)COC(=O)c1cc2c3ccccc3nc-2c[nH]1,749.89,nM,IC50
CHEMBL331067,CCc1c(C(=O)C(N)=O)c2c(OCc3ccc4ccccc4n3)cccn2c1Cc1ccccc1-c1ccccc1,55000.0,nM,IC50
CHEMBL121899,CCC1C(CC(N)=O)=C2C(OCC(=O)O)=CC=CN2/C1=C\c1ccc2ccccc2c1,170000.0,nM,IC50
CHEMBL125510,CCc1cc(NCc2cnc3ccccc3c2)c(O)nc1C,338.84,nM,IC50
CHEMBL139818,Cc1cc(Cl)ccc1NC(=O)/C(C#N)=C(\O)C1CC1,3720.0,nM,IC50
CHEMBL139818,Cc1cc(Cl)ccc1NC(=O)/C(C#N)=C(\O)C1CC1,1250.0,nM,IC50
CHEMBL142996,N#C/C(C(=O)Nc1ccc(-c2ccccc2)cc1)=C(/O)C1CC1,1580.0,nM,IC50
CHEMBL142996,N#C/C(C(=O)Nc1ccc(-c2ccccc2)cc1)=C(/O)C1CC1,1480.0,nM,IC50
CHEMBL174699,Cc1oc([C@@H](Cc2cn(C)c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)N(C)C2CCCCC2)nc1C(=O)O,25.0,nM,IC50
CHEMBL307153,C[C@H]1[C@@H](OCCCOc2coc(CO)cc2=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,9.55,nM,IC50
CHEMBL307153,C[C@H]1[C@@H](OCCCOc2coc(CO)cc2=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,16.8,nM,IC50
CHEMBL335724,CC(C)NCC(O)COc1ccccc1Cc1ccccc1,8800.0,nM,IC50
CHEMBL134210,CC(C)NCCCOc1ccc(-c2ccccc2)cc1,170.0,nM,IC50
CHEMBL134015,C=CCc1cc(C(=O)CCC)ccc1OCCCNC(C)C,1.0,nM,IC50
CHEMBL134086,C=CCc1cc(N)ccc1OCCCNC(C)C,250.0,nM,IC50
CHEMBL420169,COc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1Cc1ccccc1-c1ccccc1,15.0,nM,IC50
CHEMBL420169,COc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1Cc1ccccc1-c1ccccc1,13.0,nM,IC50
CHEMBL125873,CCc1cc(NCc2cccc3ccccc23)c(O)nc1C,2089.3,nM,IC50
CHEMBL286494,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,10000.0,nM,IC50
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,900.0,nM,IC50
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,2400.0,nM,IC50
CHEMBL140804,C1=CCc2c(-c3ccccc3)[nH]c(-c3ccccc3)c2C1,3.3,nM,IC50
CHEMBL140804,C1=CCc2c(-c3ccccc3)[nH]c(-c3ccccc3)c2C1,100.0,nM,IC50
CHEMBL101,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,3790.0,nM,IC50
CHEMBL56346,O=c1cc(Cc2ccccc2)oc2cc(O)ccc12,6610.0,nM,IC50
CHEMBL56346,O=c1cc(Cc2ccccc2)oc2cc(O)ccc12,39170.0,nM,IC50
CHEMBL39943,NC(CCc1nc2ccccc2n1CP(=O)(O)O)C(=O)O,5200.0,nM,IC50
CHEMBL118034,CNC(=O)c1cc2c(Oc3ccc(-c4ccco4)cc3)cncc2s1,5.0,nM,IC50
CHEMBL118034,CNC(=O)c1cc2c(Oc3ccc(-c4ccco4)cc3)cncc2s1,5.0,nM,IC50
CHEMBL118113,NC(=O)c1cc2c(Oc3ccc(COC4CCCCO4)cc3)cncc2s1,2.0,nM,IC50
CHEMBL118113,NC(=O)c1cc2c(Oc3ccc(COC4CCCCO4)cc3)cncc2s1,1.4,nM,IC50
CHEMBL118466,Cc1ccccc1N1N=C(c2c(-c3ccc(F)cc3Cl)nc3ccccn23)CCC1=O,14.0,nM,IC50
CHEMBL118466,Cc1ccccc1N1N=C(c2c(-c3ccc(F)cc3Cl)nc3ccccn23)CCC1=O,94.0,nM,IC50
CHEMBL118466,Cc1ccccc1N1N=C(c2c(-c3ccc(F)cc3Cl)nc3ccccn23)CCC1=O,22.0,nM,IC50
CHEMBL118466,Cc1ccccc1N1N=C(c2c(-c3ccc(F)cc3Cl)nc3ccccn23)CCC1=O,220.0,nM,IC50
CHEMBL169230,CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C(C)C,31.0,nM,IC50
CHEMBL80453,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCCOc3ccccc3)CC2)cc1,1210.0,nM,IC50
CHEMBL80453,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCCOc3ccccc3)CC2)cc1,44.0,nM,IC50
CHEMBL80453,COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CCCOc3ccccc3)CC2)cc1,4.0,nM,IC50
CHEMBL141588,O=C(CO)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)c1cccc(C(=O)N2CCC[C@H]2C(=O)N2CCCC2)c1,0.39,nM,IC50
CHEMBL135592,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,8000.0,nM,IC50
CHEMBL135592,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,89460.0,nM,IC50
CHEMBL135592,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,81050.0,nM,IC50
CHEMBL135592,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,30460.0,nM,IC50
CHEMBL146794,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCOCCOCc1ccc(O)c(C(N)=O)c1,77.0,nM,IC50
CHEMBL3144029,NC(=O)c1csc([C@@H]2O[C@H](COP(=O)(O)CP(=O)(O)OC[C@@H]3O[C@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@H]3O)[C@@H](O)[C@H]2O)n1,18000.0,nM,IC50
CHEMBL348359,COc1c(C)c2c(c(O)c1CCOP(=O)(O)CP(=O)(O)OCCc1c(O)c3c(c(C)c1OC)COC3=O)C(=O)OC2,2089700.0,nM,IC50
CHEMBL553071,Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CC(=O)N2CCN(C)CC2)cs1.Cl,96.0,nM,IC50
CHEMBL553071,Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CC(=O)N2CCN(C)CC2)cs1.Cl,3341.0,nM,IC50
CHEMBL133786,OC1(c2cccc(Cl)c2)c2ccccc2C2=NCCCN21,1.0,nM,IC50
CHEMBL339648,Cc1ccc(C2(O)c3ccccc3C3=NCCN32)cc1,93.0,nM,IC50
CHEMBL130198,OC1(c2ccc(Cl)cc2Cl)c2ccccc2C2=NCCN21,77.0,nM,IC50
CHEMBL134196,CC1(O)c2ccccc2C2=NCCN21,67000.0,nM,IC50
CHEMBL134006,OC1(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)c2ccccc2C2=NCCN21,4900.0,nM,IC50
CHEMBL133646,OC1(c2ccc(Cl)cc2)c2ccc3ccccc3c2C2=NCCN21,16.0,nM,IC50
CHEMBL337468,OC(c1ccc(Cl)cc1)c1ccccc1C1=NCCN1,190.0,nM,IC50
CHEMBL130394,CC1(C)CN=C2c3ccccc3C(O)(c3ccc(Cl)cc3)N2C1,6.3,nM,IC50
CHEMBL321540,N=C(N)N[C@@H](C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(Cl)c(Cl)c3)[nH]n2)CC1)C1CCCCC1,110000.0,nM,IC50
CHEMBL105251,CC1C(c2cccc(Cl)c2Cl)=NN=C1C1CCN(C(=O)CNC(=O)[C@H](N=C(N)N)C2CCCCC2)CC1,400000.0,nM,IC50
CHEMBL336398,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,200.0,nM,IC50
CHEMBL336398,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,900.0,nM,IC50
CHEMBL336398,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,100.0,nM,IC50
CHEMBL131588,CN(C(=O)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F)c1ccccc1,170.0,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,3.5,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,2.7,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0.75,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0.9,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,27.0,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,1.5,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0.8,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,2.1,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,2.5,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,21.0,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,7.0,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,1.7,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0.8,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,1.8,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,1.4,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0.9,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,46.0,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,150.0,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,490.0,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,1500.0,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,93.0,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,3.1,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,3.6,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,3.1,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,2.4,,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,24.0,,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,20.0,,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,1.3,,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,5.1,,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,5.8,,IC50
CHEMBL46065,NC1=NC(=O)C2N=C(S)N=C2N1,1000.0,nM,IC50
CHEMBL77977,O=C([O-])Cc1cc(F)ccc1Nc1c(Cl)cc(F)cc1Cl.[Na+],562341325.19,nM,IC50
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,630957344.48,nM,IC50
CHEMBL285934,O=C(O)CN(c1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,16000.0,nM,IC50
CHEMBL37312,CC(C)Oc1cccc(-n2c(CCc3c[nH]c4ccc(Br)cc34)nc3ccccc3c2=O)c1,9.3,nM,IC50
CHEMBL344541,O=C1CC[C@@H](CN2CCCC2)N(C(=O)Cc2ccc(Cl)c(Cl)c2)C1,390.0,nM,IC50
CHEMBL168009,O=C(O)Cc1ccc(C(=O)O)nc1,9600.0,nM,IC50
CHEMBL54786,O=C1Cc2cc(CCN3CCN(c4cccc5ccccc45)CC3)ccc2N1,38.0,nM,IC50
CHEMBL54786,O=C1Cc2cc(CCN3CCN(c4cccc5ccccc45)CC3)ccc2N1,24.0,nM,IC50
CHEMBL54786,O=C1Cc2cc(CCN3CCN(c4cccc5ccccc45)CC3)ccc2N1,4.87,nM,IC50
CHEMBL54786,O=C1Cc2cc(CCN3CCN(c4cccc5ccccc45)CC3)ccc2N1,20.0,nM,IC50
CHEMBL86960,COc1ccc(NCc2cc(OC)c(OC)c(OC)c2)cc1,23000.0,nM,IC50
CHEMBL75976,COc1c(O)cc(Cl)c(Nc2ccccc2CC(=O)O)c1Cl,13803842.65,nM,IC50
CHEMBL18981,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,1400.0,nM,IC50
CHEMBL550,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,80.0,nM,IC50
CHEMBL550,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,960.0,nM,IC50
CHEMBL49218,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)NC(=O)OCCc1ccccn1,1.3,nM,IC50
CHEMBL49218,CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)NC(=O)OCCc1ccccn1,17.0,nM,IC50
CHEMBL297129,CCCCNC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCCC)O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(C)C,1.5,nM,IC50
CHEMBL297129,CCCCNC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCCC)O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(C)C,8.2,nM,IC50
CHEMBL148219,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CCC(O)C1,0.88,nM,IC50
CHEMBL147275,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCC[C@H](O)[C@H]1CN1CCCC1,970.0,nM,IC50
CHEMBL63799,Fc1cccc(CCC2(F)CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)c1,0.75,nM,IC50
CHEMBL88893,OC[C@H](NC1CCN(CC(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccc(F)cc1,1.4,nM,IC50
CHEMBL32486,C[C@@H](NC(=O)N1C(=O)CC1Sc1ccccc1)c1ccccc1,1900.0,nM,IC50
CHEMBL2303893,O=C(O)Cc1cccc(-c2cc(CCc3cccc(-c4ccccc4O[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1,1000000.0,nM,IC50
CHEMBL2303893,O=C(O)Cc1cccc(-c2cc(CCc3cccc(-c4ccccc4O[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1,2000000.0,nM,IC50
CHEMBL2303893,O=C(O)Cc1cccc(-c2cc(CCc3cccc(-c4ccccc4O[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1,750000.0,nM,IC50
CHEMBL10276,O=c1oc(Nc2ccccc2F)nc2ccccc12,50000.0,nM,IC50
CHEMBL3142679,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(O)c1)C(c1ccccc1)c1ccccc1,160.0,nM,IC50
CHEMBL106383,COc1ccc(-c2nc3[nH]c(N)nc(N)c-3n2)c2ccccc12,13000.0,nM,IC50
CHEMBL106383,COc1ccc(-c2nc3[nH]c(N)nc(N)c-3n2)c2ccccc12,13000.0,nM,IC50
CHEMBL106383,COc1ccc(-c2nc3[nH]c(N)nc(N)c-3n2)c2ccccc12,13000.0,nM,IC50
CHEMBL7492,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,31.0,nM,IC50
CHEMBL7492,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,1.5,nM,IC50
CHEMBL7492,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,17.0,nM,IC50
CHEMBL73698,NC(Cc1onc(O)c1Br)C(=O)O,650.0,nM,IC50
CHEMBL335431,Nc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12,6700.0,nM,IC50
CHEMBL69876,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1CCOCC1,3460.0,nM,IC50
CHEMBL69876,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1CCOCC1,12500.0,nM,IC50
CHEMBL98653,c1ccc(-c2cnc(Nc3cccnc3)s2)cc1,240.0,nM,IC50
CHEMBL319065,Cc1ccnc(Nc2ncc(-c3ccccc3)s2)c1,6.0,nM,IC50
CHEMBL321169,COc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3ccc(Cl)cc3)ccc2o1,2500.0,nM,IC50
CHEMBL112480,COc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3cc(F)cc(F)c3)ccc2o1,900.0,nM,IC50
CHEMBL112480,COc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3cc(F)cc(F)c3)ccc2o1,750.0,nM,IC50
CHEMBL356634,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)N[C@@H](C)c4ccccc4)CC3)ccc2s1,4400.0,nM,IC50
CHEMBL309555,N.N.N.N.NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)c(Br)c1)NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)c(Br)c1)NC(=O)c1cc(Br)cc(C2(C(F)(F)F)N=N2)c1,0.3,nM,IC50
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,300.0,nM,IC50
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,520.0,nM,IC50
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,690.0,nM,IC50
CHEMBL124846,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCCC2=O)cc1,530.0,nM,IC50
CHEMBL19238,Cc1nc2c(n1C)C(=O)N1CCN=C1N2Cc1ccc(Cl)cc1,8.4,ug.mL-1,IC50
CHEMBL74,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],8000.0,nM,IC50
