ID,Smiles,MolWt,LogP,TPSA,NumRotatableBonds,NumHAcceptors,IC50,log_IC50,source
CHEMBL1767077,CNc1c2c3c(cccc3n(C)c1=O)C(=O)c1ccccc1-2,290.322,2.7916000000000007,51.1,1,4,4.7,-5.327902142064282,chembl
CHEMBL4214507,Nc1cccc(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1,312.37600000000003,4.622600000000002,63.83,3,4,10.0,-5.0,chembl
CHEMBL4205988,CN(C)c1cccc(Nc2nccc(NCCOc3ccccc3)n2)c1,349.438,3.7771000000000026,62.31,8,6,2.0,-5.698970004336019,chembl
CHEMBL4214280,CC(C)(C)C(=O)N(c1ccccc1)c1cccc(Nc2ncc3cc(Br)ccc3n2)c1,475.39000000000016,6.846700000000005,58.120000000000005,4,4,10.0,-5.0,chembl
CHEMBL4205418,CC(=O)Nc1cccc(Nc2ncc3cc(-c4cnn(C)c4)ccc3n2)c1,358.40500000000003,3.7323000000000013,84.73,4,6,10.0,-5.0,chembl
CHEMBL3937743,CCn1cc(Br)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,418.29100000000017,3.2708000000000013,87.38000000000001,5,5,2.0,-5.698970004336019,chembl
CHEMBL5412415,Cn1nc(C(F)(F)F)c2cc(C(=O)Nc3cccc(-c4nncn4C4CCCCC4)n3)c(=O)[nH]c21,486.45800000000037,3.6914000000000016,123.38,4,8,5000.0,-2.3010299956639813,chembl
CHEMBL5415758,O=C(Nc1cccc(-c2nncn2C2CC2)n1)c1cc(-c2cnc(Cl)nc2)cn(Cc2ccccc2F)c1=O,542.9620000000002,4.386800000000003,120.47999999999999,7,9,2370.0,-2.625251653989896,chembl
CHEMBL4846965,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3o2)n1,347.3780000000001,3.919500000000002,85.84,4,6,151.6,-3.8193007987039653,chembl
CHEMBL4854772,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cccc(Cl)c3[nH]2)n1,380.83900000000006,4.3080000000000025,88.49,4,5,89.6,-4.047691990337874,chembl
CHEMBL4878207,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3n2C)n1,360.4210000000001,3.665000000000002,77.63000000000001,4,6,743.0,-3.1290111862394245,chembl
CHEMBL4846465,CC(C)n1cnnc1-c1cccc(NC(=O)c2[nH]c3ccccc3c2-c2ccoc2)n1,412.45300000000015,4.9146000000000045,101.63,5,6,142.8,-3.8452717925598443,chembl
CHEMBL4873038,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cccnc4)cc3[nH]2)n1,423.48000000000013,4.716600000000004,101.38000000000001,5,6,68.5,-4.164309428507575,chembl
CHEMBL3402489,O=C(C1=C(O)C(=O)N(c2nc3ccc(F)cc3s2)C1c1cccc(Cl)c1)c1cccs1,470.93400000000014,5.933200000000003,70.5,4,6,4.5,-5.346787486224656,chembl
CHEMBL4748086,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cccnc2)n1,323.36000000000007,2.96,97.62,4,6,1208.0,-2.917933065714887,chembl
CHEMBL3402503,CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,556.6400000000003,6.3377200000000045,98.19,8,8,4.6,-5.337242168318426,chembl
CHEMBL3402487,COc1ccccc1C1C(C(=O)c2ccc(C)o2)=C(O)C(=O)N1c1nc2c(C)cc(C)cc2s1,474.5380000000002,5.606060000000004,92.87,5,7,35.5,-4.449771646944906,chembl
CHEMBL4870487,COc1ccc2cc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]c2c1,376.4200000000001,3.6632000000000016,97.72,5,6,54.3,-4.265200170411153,chembl
CHEMBL4073198,COCCn1cc(NC(=O)c2csc(-c3nncn3C(C)C)n2)cn1,361.43100000000004,2.0777,99.75,7,9,60.0,-4.221848749616356,chembl
CHEMBL3934521,C[C@@H](CO)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,335.3670000000001,2.0538,84.14,4,6,7.5,-5.1249387366083,chembl
CHEMBL4215465,Nc1cccc(Nc2ncc3cc(-c4cccc(N)c4)ccc3n2)c1,327.3910000000001,4.204800000000002,89.85,3,5,10.0,-5.0,chembl
CHEMBL4861520,Cc1ccc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)cc1-n1cnc(C2CC2)c1,423.5240000000002,5.440820000000004,77.21,5,6,8729.0,-2.0590355065072004,chembl
CHEMBL4847905,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cnn(C5CCOCC5)c4)cc3[nH]2)n1,496.57500000000033,4.869600000000004,115.54,6,8,73.7,-4.132532512140949,chembl
CHEMBL4451125,CC(C)n1cnnc1-c1cccc(NC(=O)c2ccccc2F)n1,325.34700000000004,3.312400000000002,72.7,4,5,100.0,-4.0,chembl
CHEMBL4743649,CC(C)n1cnnc1-c1cccc(NC(=O)C2CN(C)CCO2)n1,330.39200000000017,1.1900999999999997,85.17,4,7,2.0,-5.698970004336019,chembl
CHEMBL1642669,COc1ccc(OC)c(Nc2nc(N)nc3[nH]cnc23)c1,286.295,1.6958999999999997,110.97000000000001,4,7,18.9,-4.723538195826756,chembl
CHEMBL4447729,O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccccc21,349.39400000000006,3.155100000000002,81.93000000000002,0,6,0.1,-7.0,chembl
CHEMBL4876111,Cc1c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)oc2ccccc12,361.4050000000001,4.227920000000003,85.84,4,6,1106.0,-2.9562448730313204,chembl
CHEMBL4848718,Cc1c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)[nH]c2ccccc12,360.42100000000005,3.963020000000003,88.49000000000001,4,5,88.2,-4.05453141486818,chembl
CHEMBL4796925,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccn3n2)n1,378.39600000000013,2.1850999999999994,122.25999999999999,5,8,33.8,-4.471083299722345,chembl
CHEMBL3330168,NC[C@H](Oc1cnc(-c2ccoc2)c(-c2c[nH]c3ncccc23)c1)c1ccccc1,396.4500000000001,4.963700000000003,89.96,6,5,0.0079,-8.102372908709558,chembl
CHEMBL2348417,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,508.00300000000027,5.188100000000002,108.4,7,8,10000.0,-2.0,chembl
CHEMBL2348827,O=C(O)C(Cc1ccccc1)N1C(=O)/C(=C/c2ccncc2)SC1=S,370.45500000000004,2.9787000000000017,70.5,5,5,33.0,-4.481486060122112,chembl
CHEMBL4214456,Clc1cccc(Nc2ncc3ccccc3n2)c1,255.708,4.0268000000000015,37.81,2,3,10.0,-5.0,chembl
CHEMBL4083562,CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCCCC3)cn2)cs1)C(F)(F)F,557.6060000000006,5.225600000000005,106.64999999999999,7,10,0.7,-6.154901959985743,chembl
CHEMBL4208205,CN(C)c1cccc(Nc2ncnc3[nH]cnc23)c1,254.297,2.1624999999999996,69.72999999999999,3,5,10.0,-5.0,chembl
CHEMBL4747851,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccnc3ccccc23)n1,373.42000000000013,4.113200000000002,97.62,4,6,3258.0,-2.4870489200275094,chembl
CHEMBL3683260,CC1(O)CN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)C1,503.5920000000003,3.017900000000002,126.87999999999998,7,11,1.58,-5.801342913045577,chembl
CHEMBL4548492,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(N3CCOCC3)cc21,420.47300000000024,2.6016000000000004,94.40000000000002,1,8,0.1,-7.0,chembl
CHEMBL1410917,CCCN(CCC)c1[nH]cnc2ncnc1-2,219.292,1.9308999999999998,57.7,5,4,25.8,-4.58838029403677,chembl
CHEMBL3798011,C[C@H](c1ccccc1)N1c2cc(-n3c(=O)[nH]c4ncccc43)ccc2C(=O)NC1(C)C,413.48100000000017,3.760900000000002,83.02000000000001,3,5,1000.0,-3.0,chembl
CHEMBL4455414,Cc1ccc2c(c1)C(=O)Nc1cccc(n1)-c1nncn1CCCCO2,349.39400000000023,3.0734200000000005,81.93000000000002,0,6,0.1,-7.0,chembl
CHEMBL3745885,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,467.4570000000001,3.6644000000000014,109.74,4,7,10.0,-5.0,chembl
CHEMBL2349208,CCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,466.3780000000001,5.163600000000004,70.75,6,5,0.5,-6.301029995663981,chembl
CHEMBL4855351,Cc1ccc2cc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]c2c1,360.4210000000001,3.963020000000002,88.49000000000001,4,5,32.8,-4.484126156288321,chembl
CHEMBL4873779,C[C@H](n1cnnc1-c1cccc(NC(=O)c2cccn(C)c2=O)n1)C(F)(F)F,392.34100000000007,2.4144000000000005,94.7,4,7,18.0,-4.7447274948966935,chembl
CHEMBL4868362,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2(C(F)(F)F)CC2)n1,407.3560000000001,2.3859000000000004,99.75000000000001,5,8,31.0,-4.508638306165727,chembl
CHEMBL4857751,CCn1cc(C(=O)Nc2cccc(-c3nncn3[C@@H](C)C(F)(F)F)n2)c(OC)n1,409.3720000000001,2.9407000000000014,99.75000000000001,6,8,13.0,-4.886056647693163,chembl
CHEMBL4861953,COc1ccccc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,391.353,3.724300000000002,81.92999999999999,5,6,53.0,-4.275724130399211,chembl
CHEMBL4852061,COc1ncccc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,392.341,3.119300000000001,94.82000000000001,5,7,27.0,-4.568636235841012,chembl
CHEMBL2348838,CCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3cc(Cl)ccc3Cl)o2)SC1=S,442.3450000000001,5.317800000000003,70.75,5,5,0.5,-6.301029995663981,chembl
CHEMBL2348825,O=C(O)CN1C(=O)/C(=C/c2ccncc2)SC1=S,280.33,1.3674000000000002,70.5,3,5,33.0,-4.481486060122112,chembl
CHEMBL2349221,COC(=O)CCCN1C(=O)/C(=C/c2ccc(-c3ccccc3F)o2)SC1=S,405.4720000000001,4.240100000000003,59.75,6,6,33.0,-4.481486060122112,chembl
CHEMBL4474208,CS(=O)(=O)Nc1cc(-c2ccncc2)cnc1Cl,283.74,2.1685,71.95,3,4,5.0,-5.301029995663981,chembl
CHEMBL4848618,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@H]2CCOC2)n1,369.38500000000016,1.2958999999999998,108.98000000000002,5,9,8.0,-5.096910013008056,chembl
CHEMBL4861953,COc1ccccc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,391.353,3.724300000000002,81.92999999999999,5,6,3.0,-5.522878745280337,chembl
CHEMBL4867144,COC[C@@H](C)n1cnnc1-c1cccc(NC(=O)c2cn(C)nc2OC)n1,371.4010000000001,1.5418999999999998,108.98,7,9,403.0,-3.3946949538588904,chembl
CHEMBL2348839,O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3c(Cl)cccc3Cl)o2)SC1=S,442.3450000000001,5.319400000000003,70.75,6,5,0.5,-6.301029995663981,chembl
CHEMBL2349215,CCOC(=O)c1ccc(-c2ccc(/C=C3\SC(=S)N(C(CC(=O)O)C(C)=O)C3=O)o2)cc1,473.52800000000025,3.756800000000002,114.11999999999999,8,8,0.8,-6.096910013008056,chembl
CHEMBL2348831,O=C(O)CN1C(=O)/C(=C/c2ccc(-c3ccccc3Cl)o2)SC1=S,379.84600000000006,3.8858000000000015,70.75,4,5,1.25,-5.903089986991944,chembl
CHEMBL3963789,CCn1cc(Cl)c2cnc(NC(=O)c3ccc([C@](C)(O)CO)cc3)cc21,373.84000000000015,3.1617000000000015,87.38000000000001,5,5,12.0,-4.920818753952375,chembl
CHEMBL3966379,Cn1cc(Cl)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,359.8130000000001,2.6788000000000007,87.38000000000001,4,5,19.0,-4.721246399047171,chembl
CHEMBL3683266,C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCCC3)cn2)cs1)C(F)(F)F,543.5790000000004,4.835500000000004,106.64999999999999,7,10,2.2,-5.657577319177793,chembl
CHEMBL1642655,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,359.43300000000005,4.0698000000000025,64.22,3,5,14.0,-4.853871964321762,chembl
CHEMBL1172777,CSc1nc(N)nc2[nH]cnc12,181.22400000000002,0.657,80.48,1,5,13.3,-4.876148359032914,chembl
CHEMBL4753192,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C3CC3)n[nH]2)n1,352.40200000000016,3.1655000000000006,113.41000000000001,5,6,123.7,-3.9076303003708794,chembl
CHEMBL4763562,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2nccc3ccccc23)n1,373.42000000000013,4.113200000000002,97.62,4,6,48.5,-4.314258261397736,chembl
CHEMBL4749551,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccc3cn2)n1,373.42000000000013,4.113200000000002,97.62,4,6,50.6,-4.2958494831602,chembl
CHEMBL4787238,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2nn(C)c3ccccc23)n1,376.42400000000015,3.4517000000000015,102.55,4,7,259.3,-3.5861974832306487,chembl
CHEMBL2348826,O=C(O)c1ccc(N2C(=O)/C(=C/c3cccnc3)SC2=S)cc1,342.40100000000007,3.1856000000000018,70.5,3,5,33.0,-4.481486060122112,chembl
CHEMBL2349201,O=C(O)CC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3c(Cl)cccc3Cl)o2)SC1=S,472.32700000000017,4.382500000000002,108.05,6,6,1.0,-6.0,chembl
CHEMBL3402484,Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccccc3)sc2c1,430.4850000000001,5.2890400000000035,83.64,4,6,63.0,-4.200659450546418,chembl
CHEMBL3402497,CCOc1ccc(C(=O)C2=C(O)C(=O)N(c3nc4ccc(C)cc4s3)C2c2ccc(F)cc2)cc1,488.54000000000013,5.925420000000004,79.73,6,6,5.5,-5.259637310505756,chembl
CHEMBL5400071,CC(C)n1cc(-c2cc(C(=O)Nc3cccc(-c4nncn4C4CC4)n3)c(=O)n(Cc3ccccc3F)c2)cn1,538.5870000000002,4.720800000000003,112.52000000000002,8,9,9.13,-5.039529222465701,chembl
CHEMBL4799364,Cc1cc(NC(=O)Nc2cccc(-c3nncn3C(C)C)n2)nn1C,340.39100000000013,2.6069200000000006,102.55000000000001,4,7,142.7,-3.845576026885353,chembl
CHEMBL4792461,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C3CC3)nn2C)n1,366.4290000000002,3.1759000000000013,102.55,5,7,10.0,-5.0,chembl
CHEMBL4473364,CS(=O)(=O)c1ccc2c(c1)C(=O)Nc1cccc(n1)-c1nncn1CCCCO2,413.4590000000003,2.1685,116.07000000000001,1,8,1437.0,-2.842543231865774,chembl
CHEMBL4521694,COc1ccccc1C(=O)Nc1cccc(-c2nncn2C)n1,309.329,2.138,81.92999999999999,4,6,92.0,-4.036212172654444,chembl
CHEMBL4562269,C[C@H]1CCCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn21,367.38400000000007,3.4651000000000014,81.93,0,6,7.0,-5.154901959985743,chembl
CHEMBL4456722,CN(C)CCn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,472.5530000000003,3.190100000000001,102.99000000000001,4,9,6.0,-5.221848749616356,chembl
CHEMBL4551282,COc1ccccc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,337.38300000000004,3.1819000000000015,81.92999999999999,5,6,299.0,-3.5243288116755704,chembl
CHEMBL4470285,O=C1Nc2cccc(n2)-c2nncn2CCCOc2ccccc21,321.34000000000003,2.3749000000000002,81.93000000000002,0,6,6065.0,-2.217169194797408,chembl
CHEMBL4871624,COCCNC(=O)c1cccc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)c1,404.47400000000016,3.445500000000002,97.72,7,6,245.0,-3.6108339156354674,chembl
CHEMBL4860121,CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(C(=O)Nc4cnn(C)c4)c3)c2c1,426.4840000000002,4.055100000000002,106.31,5,7,144.0,-3.8416375079047502,chembl
CHEMBL2205634,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4cccc4)ccc3n2)cc1,358.44500000000005,4.674800000000004,51.330000000000005,3,4,30.0,-4.522878745280337,chembl
CHEMBL2205628,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(Cl)ccc3n2)cc1,327.81500000000005,4.537500000000003,46.400000000000006,2,3,16.0,-4.795880017344075,chembl
CHEMBL3400829,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(Br)cc3)sc2c1,495.35400000000016,5.743120000000003,83.64,4,6,28.2,-4.549750891680639,chembl
CHEMBL4776637,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccccn2)n1,323.36000000000007,2.96,97.62,4,6,43.4,-4.36251027048749,chembl
CHEMBL2349219,O=C(O)CCCCCN1C(=O)/C(=C/c2ccc(-c3cccc(C(F)(F)F)c3)o2)SC1=S,469.5060000000001,5.811600000000005,70.75,8,5,0.5,-6.301029995663981,chembl
CHEMBL2349220,COC(=O)CCCN1C(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)SC1=S,466.3780000000001,4.863500000000004,59.75,6,6,33.0,-4.481486060122112,chembl
CHEMBL1957085,COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1,309.325,2.675200000000001,77.25,5,5,10.0,-5.0,chembl
CHEMBL4792109,CC(C)n1cnnc1-c1cccc(N(C)C(=O)N(C)c2cc3ccccn3n2)n1,390.45100000000014,3.261300000000001,84.45,4,7,6641.0,-2.177766519761156,chembl
CHEMBL4855899,CCOC(C)n1cc(-c2cccc(-c3n[nH]c4ccc(-c5nncn5C(C)C)cc34)c2)cn1,441.5390000000002,5.487800000000005,86.44000000000001,7,7,29.9,-4.52432881167557,chembl
CHEMBL4878227,COc1cc(-c2n[nH]c3ccc(-c4nncn4C(C)C)cc23)cc(-n2cnc(C3CC3)c2)c1,439.52300000000025,5.141000000000004,86.44000000000001,6,7,11294.0,-1.9471522165991395,chembl
CHEMBL3402500,CCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,542.6130000000003,5.947620000000005,98.19,7,8,2.0,-5.698970004336019,chembl
CHEMBL3891901,Cc1ccc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c(F)c1,339.3740000000001,3.620820000000002,72.7,4,5,7.3,-5.136677139879544,chembl
CHEMBL4876558,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CCC2(F)F)n1,389.3660000000001,2.3047000000000004,99.75000000000001,5,8,5.0,-5.301029995663981,chembl
CHEMBL4860819,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,395.345,2.4578000000000007,99.75000000000001,5,8,17.0,-4.769551078621726,chembl
CHEMBL4876558,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CCC2(F)F)n1,389.3660000000001,2.3047000000000004,99.75000000000001,5,8,7.0,-5.154901959985743,chembl
CHEMBL4845717,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3cccc(-c4ccncc4)c3[nH]2)n1,423.48000000000013,4.716600000000004,101.38000000000001,5,6,23.1,-4.636388020107855,chembl
CHEMBL4850703,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)c2cc3ccccc3[nH]2)n1,362.3930000000001,2.627,108.71999999999998,5,6,65.5,-4.183758700008217,chembl
CHEMBL2205632,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4ccccc4)ccc3n2)cc1,369.4680000000001,5.551100000000005,46.400000000000006,3,3,82.0,-4.086186147616283,chembl
CHEMBL471375,Cn1cc(/C=C2\C(=O)Nc3ccccc32)c2ccccc21,274.32300000000004,3.671000000000002,34.03,1,2,100.0,-4.0,chembl
