ID,Smiles,IC50,MolWt,LogP,TPSA,NumRotatableBonds,NumHAcceptors,log_IC50,source
367463479,CC(C)N1C=NC=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.0024,340.3870000000001,2.5204000000000004,86.86000000000001,5,7,-8.619788758288394,pubchem
402153036,CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CC7CN(CC7C6)C,0.0024,598.6590000000001,4.233100000000003,109.89,7,11,-8.619788758288394,pubchem
402153019,C1CC1CN2CCN(CC2)C3=CN=C(C=C3N4C=C(N=C4)C5CC5)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,0.0025,556.7,3.978900000000003,109.89,9,11,-8.602059991327963,pubchem
402153136,C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCC(CC4)F)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,0.0025,519.6100000000001,4.385200000000003,106.65,7,10,-8.602059991327963,pubchem
402153139,CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CC7(C6)CCOCC7,0.0026,599.643,4.852100000000004,115.88,7,11,-8.585026652029182,pubchem
402153024,C1CC2CN(CCN2C1)C3=CN=C(C=C3N4C=C(N=C4)C5CC5)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,0.0027,542.6730000000001,3.7313000000000023,109.89,7,11,-8.568636235841012,pubchem
402153112,C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCN5C(C4)COC5=O)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,0.0027,558.6280000000002,3.0877000000000008,136.19,7,12,-8.568636235841012,pubchem
402153029,COC1CCN(C1)C2=CN=C(C=C2N3C=C(N=C3)C4CC4)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,0.0028,517.6190000000003,3.6720000000000015,115.88,8,11,-8.55284196865778,pubchem
402153104,C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCN(CC4)C5CC5)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,0.0028,542.6730000000001,3.7313000000000023,109.89,8,11,-8.55284196865778,pubchem
402153137,C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CC(C4)(F)F)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,0.0028,509.5460000000002,3.9022000000000014,106.65,7,10,-8.55284196865778,pubchem
372141595,C1CC1C2=CN(C=N2)C3=CC(=NC=C3)C(=O)NC4=CC=CC(=C4)C5=NN=CN5C6CC6,0.00287,411.46900000000016,3.990400000000002,90.52,6,7,-8.542118103266008,pubchem
373850079,C1CC1C2=CN(C=N2)C3=CC(=NC=C3)C(=O)NC4=CC=CC(=C4)C5=NN=CN5C6CC6,0.00287,411.46900000000016,3.990400000000002,90.52,6,7,-8.542118103266008,pubchem
402153034,C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCN(CC4)CC(F)(F)F)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,0.0029,584.632,4.131200000000003,109.89,8,11,-8.537602002101044,pubchem
372346789,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,0.003,445.5020000000001,4.683920000000004,90.52,6,7,-8.522878745280337,pubchem
373978839,CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.003,395.3450000000002,2.4578,99.75,5,8,-8.522878745280337,pubchem
373979210,CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)CC(F)(F)F,0.003,463.3420000000002,3.483100000000001,99.75,6,8,-8.522878745280337,pubchem
373979217,CC1=CC(=C(N=C1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C(F)(F)F,0.003,406.36800000000005,3.4277200000000017,94.82,5,7,-8.522878745280337,pubchem
373979354,CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NC=CN=C4,0.003,459.3920000000002,2.7,125.53,6,10,-8.522878745280337,pubchem
373979356,CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3OC,0.003,391.3530000000002,3.724300000000001,81.93,5,6,-8.522878745280337,pubchem
373979357,CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NN=CC=C4,0.003,459.3920000000002,2.7,125.53,6,10,-8.522878745280337,pubchem
373979358,CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C4C(=CC=C3)N=CC=N4,0.003,413.36300000000017,3.658900000000002,98.48,4,7,-8.522878745280337,pubchem
402153020,C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCC(CC4)C(F)(F)F)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,0.0032,569.617,5.2256000000000045,106.65,7,10,-8.494850021680094,pubchem
402153105,COC1CCN(CC1)C2=CN=C(C=C2N3C=C(N=C3)C4CC4)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,0.0032,531.6460000000002,4.062100000000004,115.88,8,11,-8.494850021680094,pubchem
402153113,C1CN(CCOC1)C2=CN=C(C=C2N3C=C(N=C3)C4CC4)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,0.0038,517.6190000000003,3.673600000000002,115.88,7,11,-8.42021640338319,pubchem
367463488,CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.0039,341.3750000000001,1.9154,99.75,5,8,-8.4089353929735,pubchem
363645872,CC1=CC(=C(C=C1S(=O)(=O)C)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)OC,0.004,429.5020000000002,2.8938200000000016,116.07,6,8,-8.397940008672037,pubchem
366308860,CC1=CN(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O,0.004,415.4570000000001,3.259120000000001,99.75,1,8,-8.397940008672037,pubchem
366308866,CC1CCCOC2=CC=CC=C2C(=O)NC3=CC=CC(=N3)C4=NN=CN14,0.004,349.39400000000006,3.3260000000000005,81.93,0,6,-8.397940008672037,pubchem
367463485,CCN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,0.0041,355.4020000000001,2.3983,99.75,6,8,-8.387216143280265,pubchem
373850080,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C(F)(F)F)F,0.0043,499.4720000000001,5.226320000000004,90.52,6,7,-8.366531544420413,pubchem
402153111,C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CC5(C4)CCOCC5)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,0.0045,543.6570000000002,4.063700000000003,115.88,7,11,-8.346787486224656,pubchem
363645867,CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(C=CC(=C3)S(=O)(=O)C)OC,0.005,415.47500000000014,2.585400000000001,116.07,6,8,-8.301029995663981,pubchem
363833776,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,0.005,445.5020000000001,4.683920000000004,90.52,6,7,-8.301029995663981,pubchem
366308856,CN1C=C(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O,0.005,415.4570000000001,3.1655000000000006,99.75,1,8,-8.301029995663981,pubchem
372141596,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,0.005,445.5020000000001,4.683920000000004,90.52,6,7,-8.301029995663981,pubchem
373978838,CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4CCOC4,0.005,369.38500000000016,1.2958999999999998,108.98,5,9,-8.301029995663981,pubchem
373979220,CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4CCC4(F)F,0.005,389.3660000000001,2.3047000000000004,99.75,5,8,-8.301029995663981,pubchem
355708667,CC(C)OC1=CC2=C(CN(C2=O)C3=CC=CC(=N3)C4=NN=CN4C(C)CO)C=C1,0.005012,393.44700000000006,2.841000000000001,93.37000000000002,6,7,-8.299988937677888,pubchem
355708923,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,0.005012,445.5020000000001,4.683920000000004,90.52,6,7,-8.299988937677888,pubchem
367463481,CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CN=CC=C4,0.0053,404.43400000000014,2.762600000000001,112.64,6,9,-8.275724130399212,pubchem
367463484,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,0.0055,445.5020000000001,4.683920000000004,90.52,6,7,-8.259637310505756,pubchem
402148347,CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=CC=CC=C4C=N3,0.0055,358.4050000000001,3.7215000000000016,85.59,4,6,-8.259637310505756,pubchem
402148431,CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=NC=C4C=CC(=CC4=C3)Br,0.0055,437.3010000000001,4.484000000000003,85.59,4,6,-8.259637310505756,pubchem
402148439,CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=NC=C4C=CC(=CC4=C3)N5CCCCC5,0.0055,441.5390000000003,4.711800000000004,88.83,5,7,-8.259637310505756,pubchem
402148640,CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=NC=C4C=CC(=CC4=C3)N5C=C(N=C5)C6CC6,0.0055,464.5330000000002,4.784600000000004,103.41,6,8,-8.259637310505756,pubchem
367463476,CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CN=CC(=C4)C5CC5,0.0056,444.49900000000025,3.6400000000000015,112.64,7,9,-8.2518119729938,pubchem
366308638,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,0.0059,445.5020000000001,4.683920000000004,90.52,6,7,-8.229147988357855,pubchem
373850081,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,0.0059,445.5020000000001,4.683920000000004,90.52,6,7,-8.229147988357855,pubchem
363512316,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,0.006,445.5020000000001,4.683920000000004,90.52,6,7,-8.221848749616356,pubchem
366308637,CN(C)CCN1C=C(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O,0.006,472.5530000000002,3.190100000000001,102.99,4,9,-8.221848749616356,pubchem
373849698,CC(C)N1C=C(C(=O)C2=CC=CC=C21)C(=O)NC3=CC=C(C=C3)OC4=CN=NC5=CC(=C(C=C54)OC)OC,0.006,510.5500000000003,5.587400000000005,104.57,7,8,-8.221848749616356,pubchem
373979216,CC(C(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.006,377.3550000000002,2.1606,99.75,6,8,-8.221848749616356,pubchem
373979219,CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.006,341.3750000000001,1.9154,99.75,5,8,-8.221848749616356,pubchem
380718753,CC(C)N1C=C(C(=O)C2=CC=CC=C21)C(=O)NC3=CC=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OC)OC,0.006,509.5620000000003,6.1924000000000055,91.68,7,7,-8.221848749616356,pubchem
345644969,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)C4=CNN=C4,0.0063,359.43300000000005,4.274200000000002,75.08000000000001,3,4,-8.200659450546418,pubchem
355708668,CC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=C(C3=O)C=C(C=C4)OCC5CN(CCO5)C,0.00631,448.5270000000002,2.790800000000001,85.61,6,8,-8.199970640755865,pubchem
355709772,CC(C)OC1=CC2=C(CN(C2=O)C3=CC=CC(=N3)C4=NN=CN4C(C)CO)C=C1,0.00631,393.44700000000006,2.841000000000001,93.37000000000002,6,7,-8.199970640755865,pubchem
355709773,CC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=C(C3=O)C=C(C=C4)OCC5CN(CCO5)C,0.00631,448.5270000000002,2.790800000000001,85.61,6,8,-8.199970640755865,pubchem
367463489,CC1CCCOC2=NN(C=C2C(=O)NC3=CC=CC(=N3)C4=NN=CN14)C,0.0068,353.38600000000014,2.0595,99.75,0,8,-8.167491087293763,pubchem
367463480,CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)CC4CC4,0.0069,381.4400000000002,2.788400000000001,99.75,7,8,-8.161150909262744,pubchem
366308868,CC1CCCOC2=C(C=CC(=C2)F)C(=O)NC3=CC=CC(=N3)C4=NN=CN14,0.007,367.38400000000007,3.4651000000000014,81.93,0,6,-8.154901959985743,pubchem
373978822,CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4CCC4(F)F,0.007,389.3660000000001,2.3047000000000004,99.75,5,8,-8.154901959985743,pubchem
373978835,CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(N=CC=C3)OC,0.007,392.3410000000002,3.119300000000001,94.82,5,7,-8.154901959985743,pubchem
373978836,CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C4C(=CC=C3)N(CCO4)C,0.007,432.4060000000003,3.5443000000000016,85.17,4,7,-8.154901959985743,pubchem
373979069,CC(C(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.007,377.3550000000002,2.1606,99.75,6,8,-8.154901959985743,pubchem
373979207,CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,0.007,357.37400000000014,0.8877999999999995,119.98000000000002,6,9,-8.154901959985743,pubchem
373979352,CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(N=CC(=C3)F)OC,0.007,410.3310000000002,3.258400000000001,94.82,5,7,-8.154901959985743,pubchem
367464394,CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)CCOC,0.0073,385.4280000000002,2.0248,108.98,8,9,-8.136677139879545,pubchem
345644970,C1=CC=C(C=C1)C(CN)OC2=CC(=C(N=C2)C3=COC=C3)C4=CNC5=C4C=CC=N5,0.0079,396.4500000000001,4.963700000000004,89.96,6,5,-8.102372908709558,pubchem
355708663,CC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=C(C3=O)C=C(C=C4)OCCOC,0.007943,393.4470000000002,3.106600000000001,82.37,7,7,-8.100015437450608,pubchem
355708921,CC(CO)N1C=NN=C1C2=NC(=CC=C2)N3CC4=C(C3=O)C=C(C=C4)OCCOC,0.007943,409.44600000000025,2.079,102.6,8,8,-8.100015437450608,pubchem
366308635,C1CCOC2=C(C=C(C=C2)N3CCOCC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C1,0.008,420.47300000000007,2.6016000000000004,94.4,1,8,-8.096910013008056,pubchem
366308636,CC1CCOC2=C(C=C(C(=C2)F)C3=CN(N=C3)CCN(C)C)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C1,0.008,504.5700000000003,3.575200000000001,102.99,4,9,-8.096910013008056,pubchem
366308855,C1CCOC2=C(C=CC(=C2)F)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,0.008,353.3570000000001,2.904100000000001,81.93,0,6,-8.096910013008056,pubchem
366308862,CC1CCOC2=C(C=CC(=C2)F)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,0.008,367.38400000000007,3.150100000000001,81.93,0,6,-8.096910013008056,pubchem
